Products Collection ID,Product ID,Variants Collection ID,Variant ID,Product Handle,Product Name,Product Type,Product Description,Product Categories,Main Variant Image,More Variant Images,Variant Price,Variant Compare-at Price,Product Tax Class,Variant Sku,Variant Inventory,Requires Shipping,Variant Weight,Variant Width,Variant Height,Variant Length,Variant Download Name,Variant Download URL,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Created On,Updated On,Published On
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad58269d4c9e46ea1c,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,White,Interior,Plain,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad3d6e769ac12e1822,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,White,Interior,Grid,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad192ebb96bc88bd39,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Orange,Interior,Grid,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad58ecb7b2c2e705ca,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Light Blue,Interior,Plain,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad158135b5d209ef98,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Orange,Interior,Dotted,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad961e92403aa073f6,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Purple,Interior,Grid,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbadd3b87e937356a966,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Purple,Interior,Dotted,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad865029436d7e9f2f,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Light Blue,Interior,Grid,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad1cc8a11bad5e988e,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Purple,Interior,Ruled,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbadd151ac040232e958,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Orange,Interior,Ruled,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad4608822eab145825,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Light Blue,Interior,Ruled,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad69073adce74d463f,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Purple,Interior,Plain,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad00128f533868748f,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Light Blue,Interior,Dotted,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad258ef7a98cd7787d,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Orange,Interior,Dotted,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad231ab5c86fc7df01,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,White,Interior,Dotted,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad85061cc03db8e950,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,White,Interior,Plain,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad7e2afbd2b1d283a6,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Light Blue,Interior,Plain,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbade729cb62f7e1f58e,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,White,Interior,Grid,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad61c29509e0bd981a,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Orange,Interior,Grid,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbadf84d8bbd3d1d52bd,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Purple,Interior,Dotted,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad76a9c6dfd7a263f1,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Light Blue,Interior,Grid,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad6386ad05d5f34efe,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Orange,Interior,Plain,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6820c4f8d9b8934078f1aba6,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,White,Interior,Ruled,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab94,6820c4f8d9b8934078f1ab07,6820c4f8d9b8934078f1abae,burger-waldo,Termal Bag,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833995afcefa505834709bb_Render_Mockup_1920_1920_2025-05-26%20(3).jpg,,$10.00,,standard-taxable,,,true,,,,,,,,,,,,,Wed Apr 01 2020 04:56:23 GMT+0000 (Coordinated Universal Time),Mon Jun 09 2025 20:58:20 GMT+0000 (Coordinated Universal Time),Mon Jun 09 2025 20:58:20 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab97,6820c4f8d9b8934078f1ab07,6820c4f8d9b8934078f1aba7,burger-cali,Pencil Box,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128911dc76e83754aed3d_Pencil-Box-Mockup-.jpg,,$8.00,,standard-taxable,,,true,,,,,,,,,,,,,Wed Apr 01 2020 04:55:21 GMT+0000 (Coordinated Universal Time),Thu May 15 2025 19:41:53 GMT+0000 (Coordinated Universal Time),Thu May 15 2025 19:44:21 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba1,6820c4f8d9b8934078f1ab07,6820c4f8d9b8934078f1abb1,burger-bacon-buddy,Customized Pencil,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128a2539798c6ccab7f5a_Pencil-Mockup-.jpg,,$9.99,,standard-taxable,,,true,,,,,,,,,,,,,Wed Apr 01 2020 01:56:37 GMT+0000 (Coordinated Universal Time),Thu May 15 2025 19:41:53 GMT+0000 (Coordinated Universal Time),Thu May 15 2025 19:44:21 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9b,6820c4f8d9b8934078f1ab07,6839cab974d923e667f4b6fd,burger-spicy,Oversized T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128ca201a0eea0f433a63_Oversized-T-Shirt-Mockup-.jpg,,$9.20,,standard-taxable,,,true,,,,,,,Size,L,Color,Yellow,,,Wed Apr 01 2020 01:55:58 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9b,6820c4f8d9b8934078f1ab07,6839cab9a3eb88e91eb689a6,burger-spicy,Oversized T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128ca201a0eea0f433a63_Oversized-T-Shirt-Mockup-.jpg,,$9.20,,standard-taxable,,,true,,,,,,,Size,S,Color,Blue,,,Wed Apr 01 2020 01:55:58 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9b,6820c4f8d9b8934078f1ab07,6839cab9041ce5cb2fe5084a,burger-spicy,Oversized T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128ca201a0eea0f433a63_Oversized-T-Shirt-Mockup-.jpg,,$9.20,,standard-taxable,,,true,,,,,,,Size,S,Color,Pink,,,Wed Apr 01 2020 01:55:58 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9b,6820c4f8d9b8934078f1ab07,6839cab9fff708159d6b1fd3,burger-spicy,Oversized T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128ca201a0eea0f433a63_Oversized-T-Shirt-Mockup-.jpg,,$9.20,,standard-taxable,,,true,,,,,,,Size,XS,Color,White,,,Wed Apr 01 2020 01:55:58 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9b,6820c4f8d9b8934078f1ab07,6839cab9a6dce390a6285a91,burger-spicy,Oversized T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128ca201a0eea0f433a63_Oversized-T-Shirt-Mockup-.jpg,,$9.20,,standard-taxable,,,true,,,,,,,Size,M,Color,Yellow,,,Wed Apr 01 2020 01:55:58 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9b,6820c4f8d9b8934078f1ab07,6839cab95a516e66defefa0c,burger-spicy,Oversized T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128ca201a0eea0f433a63_Oversized-T-Shirt-Mockup-.jpg,,$9.20,,standard-taxable,,,true,,,,,,,Size,S,Color,White,,,Wed Apr 01 2020 01:55:58 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9b,6820c4f8d9b8934078f1ab07,6839cab9bd947efb5ddf7d12,burger-spicy,Oversized T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128ca201a0eea0f433a63_Oversized-T-Shirt-Mockup-.jpg,,$9.20,,standard-taxable,,,true,,,,,,,Size,L,Color,White,,,Wed Apr 01 2020 01:55:58 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9b,6820c4f8d9b8934078f1ab07,6839cab9fc7ed8f121746370,burger-spicy,Oversized T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128ca201a0eea0f433a63_Oversized-T-Shirt-Mockup-.jpg,,$9.20,,standard-taxable,,,true,,,,,,,Size,M,Color,White,,,Wed Apr 01 2020 01:55:58 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9b,6820c4f8d9b8934078f1ab07,6839cab9389dc6dec0c2e74c,burger-spicy,Oversized T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128ca201a0eea0f433a63_Oversized-T-Shirt-Mockup-.jpg,,$9.20,,standard-taxable,,,true,,,,,,,Size,L,Color,Pink,,,Wed Apr 01 2020 01:55:58 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9b,6820c4f8d9b8934078f1ab07,6839cab9838632e243a73bfc,burger-spicy,Oversized T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128ca201a0eea0f433a63_Oversized-T-Shirt-Mockup-.jpg,,$9.20,,standard-taxable,,,true,,,,,,,Size,M,Color,Blue,,,Wed Apr 01 2020 01:55:58 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9b,6820c4f8d9b8934078f1ab07,6839cab92c908c4cc88a1d81,burger-spicy,Oversized T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128ca201a0eea0f433a63_Oversized-T-Shirt-Mockup-.jpg,,$9.20,,standard-taxable,,,true,,,,,,,Size,L,Color,Blue,,,Wed Apr 01 2020 01:55:58 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9b,6820c4f8d9b8934078f1ab07,6839cab976a9c6dfd7a1c662,burger-spicy,Oversized T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/682128ca201a0eea0f433a63_Oversized-T-Shirt-Mockup-.jpg,,$9.20,,standard-taxable,,,true,,,,,,,Size,S,Color,Yellow,,,Wed Apr 01 2020 01:55:58 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:11:54 GMT+0000 (Coordinated Universal Time)
